Entidade;Campo;Tipo;Caminho Completo;Profundidade;Removido pelo filtro padrão
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato;Letra;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.Letra];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato;ComunicadoDeReembolso;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;Data;DateTime;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.Data];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;EnderecoParticipanteID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.EnderecoParticipanteID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;FormaDeEnvioID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.FormaDeEnvioID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;NossoNumeroDoBoleto;Int64;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.NossoNumeroDoBoleto];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;ValorDoReembolso;Decimal;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.ValorDoReembolso];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;UltimoStatusID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.UltimoStatusID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;UltimaDataStatus;DateTime;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.UltimaDataStatus];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;OcorrenciaDeEntregaID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.OcorrenciaDeEntregaID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;CodigoDeBarras;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.CodigoDeBarras];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;ReembolsoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.ReembolsoID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;UsuarioID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.UsuarioID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;EnderecoParticipante;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.EnderecoParticipante];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;UltimoStatus;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.UltimoStatus];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;Reembolso;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.Reembolso];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;Usuario;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.Usuario];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;FormaDeEnvio;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.FormaDeEnvio];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;OcorrenciaDeEntrega;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.OcorrenciaDeEntrega];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;UltimoAndamento;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.UltimoAndamento];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.ID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ComunicadoDeReembolso.ValidationResult];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato;DetalhesOutrosValoresDoAto;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.DetalhesOutrosValoresDoAto];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ID];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ValidationResult];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ValidationResult.IsOK];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ValidationResult.MessageSuccess];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato;ItemPedido;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;PedidoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.PedidoID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;Ordem;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.Ordem];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;StatusID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.StatusID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;ValorAoCartorio;Decimal;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.ValorAoCartorio];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;ValorTotal;Decimal;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.ValorTotal];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;NumeroDoRPS;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.NumeroDoRPS];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;SerieDoRPS;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.SerieDoRPS];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;TomadorID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.TomadorID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;ItemPedidoExterno;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.ItemPedidoExterno];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;CodigoDeSeguranca;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.CodigoDeSeguranca];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;ObservacoesAto;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.ObservacoesAto];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;NumeroDoRecibo;Nullable`1[[System.Int32, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.NumeroDoRecibo];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;Pedido;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.Pedido];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;Status;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.Status];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.ID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.Ato.ItemPedido.ValidationResult];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido;ItemPedido;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido];5;Não
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;PedidoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.PedidoID];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;Ordem;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Ordem];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;StatusID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.StatusID];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;ValorAoCartorio;Decimal;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.ValorAoCartorio];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;ValorTotal;Decimal;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.ValorTotal];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;NumeroDoRPS;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.NumeroDoRPS];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;SerieDoRPS;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.SerieDoRPS];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;TomadorID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.TomadorID];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;ItemPedidoExterno;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.ItemPedidoExterno];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;CodigoDeSeguranca;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.CodigoDeSeguranca];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;ObservacoesAto;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.ObservacoesAto];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;NumeroDoRecibo;Nullable`1[[System.Int32, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.NumeroDoRecibo];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;Status;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status;TipoDeStatusID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status.TipoDeStatusID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status;EstadoDoStatusID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status.EstadoDoStatusID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status;Nome;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status.Nome];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status;TipoDeStatus;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status.TipoDeStatus];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status;EstadoDoStatus;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status.EstadoDoStatus];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status.ID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Status.ValidationResult];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido;Pedido;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido];6;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;Numero;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.Numero];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;Data;DateTime;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.Data];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;TipoDePedidoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.TipoDePedidoID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;SolicitanteID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.SolicitanteID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;OrigemDoPedidoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.OrigemDoPedidoID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;UsuarioID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.UsuarioID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;StatusID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.StatusID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;TomadorID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.TomadorID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;UtilizarOhSolicitanteComoTomador;Boolean;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.UtilizarOhSolicitanteComoTomador];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;ParceiroDeIntegracaoExterno;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.ParceiroDeIntegracaoExterno];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;TipoDoTomador;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.TipoDoTomador];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;NumeroDoPedidoExterno;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.NumeroDoPedidoExterno];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;ControleDoPedidoExterno;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.ControleDoPedidoExterno];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;ValorTotal;Decimal;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.ValorTotal];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;Solicitante;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.Solicitante];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;OrigemDoPedido;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.OrigemDoPedido];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;Usuario;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.Usuario];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;Status;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.Status];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;Tomador;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.Tomador];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;DadosDoCaixa;String;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.DadosDoCaixa];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;Caixa;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.Caixa];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;ID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.ID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.Pedido.ValidationResult];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido;ItemPedidoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido.ItemPedidoID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido;AtoID;Guid;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido.AtoID];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido;Ordem;Int32;[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido.Ordem];7;Sim
DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido;Ato;⚠ null (objeto);[Dados.DadosDoPedido.PedidoDeCertidaoDeProtesto.ItensPedido.AtosDoItemPedido.ItemPedido.AtosDoItemPedido.Ato];7;Sim
